,text,label,timestamp
58534,"Four people were killed Wednesday when a small plane crashed at the Corona Municipal Airport , authorities said .
Corona police and firefighters responded shortly after noon to the scene , where they found a plane on fire in nearby brush , the Corona Police Department said in a tweet .
Firefighters extinguished the blaze , which spread to a small grassy area .
Officials said the plane had a full tank of 80 gallons of fuel upon takeoff .
The crash occurred on the east side of the airport , which is now closed to flights .
Photos posted @ @ @ @ @ @ @ nearby .
A man who said he witnessed the crash described to OnScene.TV what appeared to be a problematic takeoff .
The plane initially lifted off the ground , he said , but didn ’ t gain altitude .
The plane bounced back onto the runway before the pilot attempted another takeoff .
“ He went ahead and gunned the motor , gained some more airspeed and took off again .
But the wingtips were going from one side to the other and the nose was pitched up , ” the man said @ @ @ @ @ @ @ he landed.
” The man described the four occupants of the plane as two women and two men .
Dorothe Voll , a licensed pilot who lives in Corona , described a similar scene .
She said the pilot tried roughly three times to take off but got only two to three feet off the ground .
“ He didn ’ t have enough speed to lift off , ” she said .
“ He didn ’ t pull back.
” Voll said the plane flipped before it crashed .
Those in the @ @ @ @ @ @ @ some with fire extinguishers in hand in an attempt to put out the fire that erupted .
Federal Aviation Administration representative Ian Gregor said the FAA and the National Transportation Safety Board will investigate the crash , which destroyed the aircraft .
No other details were available .",1,1-2020
5373,"Shares of Novavax jumped 60 % on Tuesday after the drugmaker said it is working on a vaccine for the deadly coronavirus from China .
Novavax touted its experience developing vaccine candidates for coronaviruses , including vaccines to protect against Middle East Respiratory Syndrome ( MERS ) and Severe Acute Respiratory Syndrome ( SARS ) .
`` In response to the emergence of the Wuhan-version of the coronavirus seen recently in China , Novavax has initiated development of a vaccine candidate , '' the company said in a statement to CBS MoneyWatch .
Novavax 's stock gave nearly half of @ @ @ @ @ @ @ % to $ 7.19 .
Coronaviruses are a large group of viruses that can cause illnesses as minor as a cold , or as serious MERS and SARS , according to the World Health Organization .
They often cause pneumonia-like symptoms .
The viruses are transmitted from animals to humans — the virus that causes SARS , for example , was transmitted to humans from a cat-like animal called a civet .
But in some instances , as appears to be the case with this new strain of coronavirus , they can also @ @ @ @ @ @ @ it will use `` recombinant nanoparticle '' technology to develop a vaccine candidate to combat the virus , which appears to have started in the city of Wuhan in central China .
The Wuhan version of the virus has infected almost 450 people and killed 17 during China 's peak travel season around the Lunar New Year festival , sparking fear that the virus could depress tourism and economic activity .
Other companies that develop vaccines , including Aethlon Medical , Inovio Pharmaceuticals and BioCryst Phramaceuticals , also saw their shares rise as @ @ @ @",1,1-2020
92450,"The number of people in China infected with a new type of coronavirus is increasing .
Reports say this infection @ @ @ @ @ other major cities and abroad .
On Wednesday , the World Health Organization ( WHO @ @ @ @ @ international public health emergency over the coronavirus - as it did with swine flu and @ @ @ @ @ , if made , will be seen as an urgent call for a co-ordinated international @ @ @ @ @ is the coronavirus and what can be done to treat it ?",1,1-2020
27660,"So much can change in just 24 hours .
It was just yesterday that China 's top twitter troll and Beijing propaganda voice to the west , Global Time Editor in Chief Hu Xijin was downplaying the risk from the coronavirus outbreak , comparing it to the SARS epidemic in 2003 , and saying that `` during SARS epidemic , even many medical staff contracted virus and died of it .
It does n't look the same this time . ''
Oops , because just a few hours later , we got confirmation that at least 15 medical staff had @ @ @ @ @ @ @ appears to be spreading human-to-human , as six people have died among 291 confirmed cases in China , eliminating any attempts to further downplay the significance of the coronavirus epidemic which has reportedly infected hundreds of people across China .
So in a dramatic 180-degree reversal , the same twitter troll now had an entirely different message to the word : not only is `` the epidemic expanding '' and `` concerns are mounting '' , but more importantly , `` It is inevitable that people will cut their trips during Spring Festival @ @ @ @ @ @ @ '' So what happened ?
It appears Beijing decided to not let a perfectly good crisis go to waste , and just as `` trade war '' was used as a 2019 scapegoat on which to blame the slowdown in the economy , an economy which is rapidly slowing down for vastly different reasons , it will now blame the coronavirus epidemic on the ongoing slowdown of the Chinese economy .
The reason reason for the slowdown ?
China 's ghastly debt load of over 300 % of GDP ... ... while in @ @ @ @ @ @ @ to inject substantial new debt into the economy to kickstart a new , and much-needed reflationary episode .
And since every attempt at deleveraging in the past decade has proven catastrophic , expect many more Chinese `` exogenous '' events which will be blamed for the country 's continued GDP shrinkage from 7 % to 6 % and now to a 5-handle .",0,1-2020
94225,"BANGKOK - Police in Thailand have arrested a man on suspicion of ruthlessly killing three people , including a toddler , during a gold shop robbery that shocked the country .
Local media said the suspect is the director of a primary school .
It was unclear when he was arrested .
Thai TV stations on Wednesday broadcast live as police marched the man , wearing a face mask and baseball cap , into a police station in Lopburi , about 145 kilometres ( 90 miles ) north of Bangkok , while a crowd of onlookers shouted abuse at him @ @ @ @ @ @ @ the suspect was co-operating and did not deny involvement .
The robbery took place Jan. 9 at a gold shop inside a shopping mall in Lopburi .
Security video showed a man wearing a balaclava and camouflage pants approach the store , carrying a pistol with a long silencer attached .
He opened fire at staff and passersby .
A 2-year-old boy was hit as he walked past with his mother .
A security guard and a shop assistant were also killed .
Four others were wounded .
The robber then jumped over @ @ @ @ @ @ @ gold necklaces before fleeing .
The incident caused outrage in Thailand , putting authorities under pressure to make a swift arrest .
Police say they would give further details about the arrest at a news conference on Thursday .
Get more of the Star in your inbox Never miss the latest news from the Star .
Sign up for our newsletters to get today 's top stories , your favourite columnists and lots more in your inbox Sign Up Now",1,1-2020
54413,"President Donald Trump said today the U.S. has a deadly Chinese coronavirus “ totally under control ” and there are @ @ @ @ @ .
The virus , which sickened more than 400 people and killed at least 17 @ @ @ @ @ to four countries including the U.S. , where the first case was reported in Washington @ @ @ @ @ is unknown about the contagion , but U.S. officials confirmed Tuesday it can be spread @ @ @ @ @ We have it totally under control .
It 's one person coming in from China @ @ @ @ @ CNBC 's `` Squawk Box . ''
“ It ’ s going to be just @ @ @",1,1-2020
10851,"What makes this even more complicated is that the symptoms of a coronavirus infection are very similar to the flu @ @ @ @ @ infection have high fevers , they have a cough , and they have trouble breathing @ @ @ @ @ people who have died from these infections tend to be elderly who also had health @ @ @ @ @ has faced sharp criticism for its slow reaction to previous outbreaks , including the SARS @ @ @ @ @ where 800 people died and over 8,000 were sickened by a different coronavirus .
This @ @ @ @ @ have begun early last month , but health officials there did n't reveal it publicly @ @ @ @ @ Tom Inglesby does n't agree with all of China 's moves , he 's glad @ @ @ @ @ more transparent now .",1,1-2020
61248,"President Trump told CNBC that he trusts the information coming out of China on the coronavirus as the Centers for @ @ @ @ @ the first case of it in the United States .
Said Trump : “ We @ @ @ @ @ .
It ’ s one person coming in from China .
We have it under @ @ @ @ @ going to be just fine .
”",1,1-2020
19539,"Local health authorities said earlier in the day that the death toll from the coronavirus had climbed to 17 .
@ @ @ @ @ subway will be suspended , as well as trips from airports and train stations , @ @ @ @ @ on Thursday ( 02:00 GMT ) , the Global Times newspaper reported .
An outbreak @ @ @ @ @ registered in Wuhan in late December , later identified as a new type of coronavirus @ @ @ @ @ the World Health Organisation .
Those infected show symptoms of pneumonia and other acute respiratory @ @ @ @ @ .
Later , cases of pneumonia caused by the Wuhan coronavirus have been reported in @ @ @ @ @ Korea , the United States , and Macau .
The Chinese health authorities confirmed the @ @ @ @ @ to person through coughing or sneezing .
Concerns are growing that the Wuhan coronavirus could @ @ @ @ @ Airports across the world have stepped up measures to monitor passengers for the disease .
@ @ @ @ @ living in Wuhan , the capital city of the Hubei province .",0,1-2020
19518,"A woman , 73 , fell ill after returning from Wuhan in late December .
Later , the doctors confirmed @ @ @ @ @ the new strain of coronavirus , according to the statement published on Facebook .
Earlier @ @ @ @ @ authorities reported about three cases of new coronavirus infections .
All those infected are Chinese @ @ @ @ @ quarantine upon arrival to Thailand .
According to the ministry , one of the Chinese @ @ @ @ @ and returned to his homeland .
The virus has also been registered in Hong Kong @ @ @ @ @ and Japan .
Meanwhile , countries around the world have stepped up screening procedures at @ @ @ @ @ an expected influx of Chinese tourists during the upcoming Lunar New Year holidays .",0,1-2020
19537,"According to the ministry , on Tuesday , a medical center in the state capital of Belo Horizonte received `` a patient , a female Brazilian citizen , 35 years old , who arrived from China ( she was in Shanghai ) to Belo Horizonte on 18 January , with symptoms of an acute respiratory viral infection . ''
Considering the current epidemiological situation in China , the ministry is considering the possibility of the woman being infected with the recently reported type of coronavirus .
In late December , an outbreak of previously unknown pneumonia , later identified as @ @ @ @ @ @ @ registered in the Chinese city of Wuhan , whose residents are now under a travel ban due to fears of the virus turning into an epidemic .
Chinese authorities have confirmed that the virus can be transmitted from human to human , and cases of infection have already been registered in Hong Kong , Taiwan , Thailand , Japan , South Korea , the United States , and Macau .
Airports across the world have stepped up measures to monitor passengers for the disease .
The virus belongs to the same family of @ @ @ @ @ @ @ nearly 800 people globally during the 2002/03 outbreak .",0,1-2020
75692,"Welcome to the Evening Standard 's daily podcast , The Leader , bringing you exclusive analysis and insight of the events setting the news agenda tonight .
The Leader is inspired by each evening 's Evening Standard 's editorial column , as it focusses on and dissects the day 's major news events across the capital , the country and the world .
The death toll in China rose to 25 today and cities surrounding Wuhan – where the disease was first reported - have been locked down .
Effectively 33 million people are now in quarantine .
Chinese New @ @ @ @ @ @ @ disease could travel further .
The Evening Standard ’ s health editor Ross Lydall advises on what will happen if Coronavirus is found in the UK .
It has been announced today that facial recognition cameras are to be used across London by the Met police to help catch and solve crimes faster using databases of criminal images .
Does this effect the public ’ s right to privacy ?
The Leader spoke to Martin Bentham on his exclusive report for the Evening Standard .
The World Economic Forum in Davos has wrapped @ @ @ @ @ @ @ and Greta Thunberg dominating the headlines at the start of the week .
But what else happened ?
Evening Standard columnist Anne McElvoy has been attending the forum – and the parties .
She joins The Leader podcast to reveal what the world ’ s leaders get up to when they ’ re not discussing global economics .
Listen to today 's episode of The Leader : And if you like The Leader , why not try our Morning Bulletin on either your Google Home or Alexa smart speaker each day at 7am @ @ @ @ @ @ @ Enable via the Alexa app , or ask Google Assistant to 'play the news from the Evening Standard' New : Daily podcast from the Evening Standard Subscribe to The Leader on Apple Podcasts , Spotify , Acast or your chosen podcast provider .
New episodes every weekday from 4pm .",1,1-2020
75691,"A British grandmother is trapped in the Chinese city of Wuhan and unable to return home following the outbreak of the deadly coronavirus .
Veronica Theobald , 81 , from Lancaster , has chronic obstructive pulmonary disease and has not left the house where she is staying in over a week for fear of falling ill. She was visiting her grandson , Kharn Lambert , who has lived in the city for five years , and was due to fly back to England on Monday .
However , her return was cancelled after the city was placed on lockdown .
@ @ @ @ @ @ @ Wuhan , said : `` There is no knowing how long she will have to stay here , and I 'm worried about her running out of the medication she needs for her health so I 'm in constant contact with the British embassy .
`` I do worry if I have to go out for whatever reason that I will bring something back into the house and she will become infected and fall ill. '' She only brought enough medication for her time here plus and an extra week in case of @ @ @ @ @ @ @ can prepare you for this .
`` My family at home are extremely concerned about her , but I 'm trying hard to reassure them that I am taking the best care of her as I can . ''",1,1-2020
75684,"The spread of a new deadly virus in China could damage the luxury goods sector , analysts warned on Wednesday as British fashion giant Burberry said it was monitoring the crisis on a daily basis .
Burberry is one of a number of consumer brands that could be affected by the coronavirus epidemic in Asia as potential travel bans prevent potential customers visiting upmarket stores there .
Asia Pacific makes up 41 % of total retail and wholesale revenue for the label .
Chinese authorities have advised people not to travel to and from Wuhan , the centre of a @ @ @ @ @ @ @ The timing is particularly bad as it comes ahead of this weekend ’ s Chinese New Year celebrations , when many go on shopping sprees .
Bernstein analyst Luca Solca said “ epidemics — and their potential to disrupt travel — would be one of the major risks for the luxury sector ” .
Richard Hunter , head of markets at Interactive Investor , said : “ It could also have financial implications , which has resulted in a markdown of share prices of those companies which could be affected , such as @ @ @ @ @ @ @ well in the face of the health scare .
Shares in Chinese drug makers have hit three-year highs on hopes of winning new contracts for vaccines and cures .
Burberry ’ s finance director Julie Brown today said : `` We are keeping the situation under review… we monitor it every single day.
” Her comments came as Burberry said like-for-like sales in the 13 weeks to December 28 rose 3 % , with total sales up 1 % at £719 million .
Growth came despite difficulties in Hong Kong , with the @ @ @ @ @ @ @ stores at times to protect staff during anti-government protests .
It was helped by demand for star designer Riccardo Tisci ’ s new collections .
Burberry , led by Marco Gobbetti , upped its sales growth forecasts for the full year from flat to “ low single digit percentage ” growth .",1,1-2020
45468,"There is an outbreak of Chicken Pox in a migrant shelter in Ciudad Juarez , Mexico , a city right across the border from El Paso , Texas .
You might recall El Paso as the hometown of Beto O'Rourke , who says he wants to tear down all already-existing barriers on the border .
Note that the migrants in this shelter are non-Mexicans and they are right across the border from U.S. territory .
Chicken Pox is considered a child disease , many of us had it , and there is a vaccine for it .
But it should @ @ @ @ @ @ @ it too .
In fact , adult males , when they get it , often have a worse time of it than women and children .
Chicken Pox is usually not fatal , but it can be .
And here we have an outbreak of Central Americans who almost certainly traveled to Ciudad Juarez because they wanted to get into the United States .
Here 's what the CDC ( Centers for Disease Control and Prevention ) has to say about Chicken Pox : This is another reason we want a secure border @",0,1-2020
59516,"The respiratory virus known as coronavirus that ’ s killed 17 in China is mutating in a way similar to the deadly virus at the center of the dystopian film 12 Monkeys .
In the 1997 sci-fi thriller , a deadly pathogen known as kalavirus ( or M5-10 ) wipes out 7 billion people in 2016 , which mutates several times over the years , killing even more of the initial outbreak ’ s survivors .
Like the kalavirus , the Chinese-borne coronavirus has mutated several times already , with some experts calling it as deadly as the Spanish flu @ @ @ @ @ @ @ in 1918 .
The coronavirus , which originated in the Chinese province of Wuhan , has infected 471 people across several countries and killed 17 , indicating a kill rate of about 3 % .
The kalavirus , on the other hand , had a kill rate of 95 % .
Chinese National Health Commission Deputy Director Li Bin said the virus is likely a “ community-based transmission , ” meaning it could or has mutated given its spread to medical workers and individuals in different countries .
Experts have said possibly thousands @ @ @ @ @ @ @ idea of a super-virus that wipes out mankind has gained traction in pop culture , movies , and entertainment over the last 20 years , such as with the films World War Z , I Am Legend , Book of Eli , 28 Weeks Later , and The Crazies .
Notably , a cultural zombie marketing craze has exploded in tandem over the last decade due to shows like The Walking Dead , where zombie hordes rise up due to an outbreak of a deadly virus .
Mike Adams breaks down the admissions @ @ @ @ @ @ @ in vaccines .",0,1-2020
16369,Why the global markets seem immune to the coronavirus contagion,1,1-2020
70284,"Your daily look at late-breaking news , upcoming events and the stories that will be talked about today : 1 .
SENATE APPROVES RULES FOR IMPEACHMENT TRIAL Opening arguments will now be spread over three days , but Republicans reject Democratic demands for more witnesses to expose President Trump ’ s “ trifecta ” of offenses .
2 .
CASES OF NEW CORONAVIRUS RISE SHARPLY IN CHINA People in the Chinese city of Wuhan are urged to avoid crowds and public gatherings after health officials warn that a deadly viral illness could spread further .
3 .
WHERE DEMOCRATS SEE @ @ @ @ @ @ @ in the more than two dozen industrial Iowa counties that went from supporting Barack Obama to Donald Trump in 2016 .
4 .
RUSSIA-POLAND FEUD OVER HISTORY CLOUDS AUSCHWITZ ANNIVERSARY Competing ceremonies in Israel and Poland marking the 75th anniversary of the liberation of the most notorious Nazi Germany death camp underline how politically charged World War II remains .
5 .
LEBANESE FOCUS FURY ON BANKS A severe financial crisis and unprecedented capital controls unite rich and poor in anger against a banking system they accuse of holding their deposits hostage .
@ @ @ @ @ @ @ WEINSTEIN TRIAL SET TO OPEN The former film titan ’ s rape trial is a landmark moment in a global reckoning that has empowered women while shining a light on power dynamics in the workplace .
7 .
THE LATEST STATE TO BAN CONVERSION THERAPY The discredited practice for LGBTQ children is now banned in Utah , making it the 19th state and one of the most conservative to prohibit it .
8 .
HOPES FOR DIGITAL TAX BREAKTHROUGH AT DAVOS Officials at the World Economic Forum are hopeful a deal on how @ @ @ @ @ @ @ and Facebook can be reached between France and the U.S 9 .
OUSTED GRAMMYS CEO FIRES BACK Deborah Dugan alleges that the Recording Academy removed her after she complained about sexual harassment and pay disparities .
10 .
WHAT LIKELY WON ’ T HAPPEN NEXT YEAR Derek Jeter 's election to the Hall of Fame marks the seventh straight year with at least one first-ballot honoree , a streak that will probably end in 2021 .",1,1-2020
70285,"CORONA , Calif. -- Four people were killed Wednesday in the crash of a small airplane at a Southern California airfield , authorities said .
The plane went down at Corona Municipal Airport , about 40 miles ( 64 kilometers ) east of Los Angeles , police said .
Firefighters found the plane burning in brush on the east side of the airport , not far from one end of the runway .
Four fatalities were confirmed , the Corona Fire Department said on Twitter .
Witness Dorothe Voll said she saw the plane strike a fence during takeoff , @ @ @ @ @ @ @ It got no more than about 3 feet off the ground , she told the Orange County Register .
There were two explosions and then heavy flames , Voll said .
“ We brought over fire extinguishers , but it was all engulfed , ” she said .
The plane was a single-engine Beechcraft Bonanza , said Federal Aviation Administration spokesman Ian Gregor .
The FAA and National Transportation Safety Board will investigate , Gregor said .
The airport was closed to flights after the crash .
The airport is strictly for recreational @ @ @ @ @ @ @ aircraft based there , according to its website .",1,1-2020
16370,How this ‘ Two Popes ’ and ‘ It ’ producer is improving diversity in Hollywood while others just pay @ @,1,1-2020
155,"Although Chen had all the symptoms of the coronavirus that is spreading across China and beyond , she is not counted on the official list of those who have died as a result of the infection .
Her death certificate , which her family showed to The Washington Post , reads “ severe pneumonia.
” She was never given a test to categorically confirm whether it was the virus .
Nor was her daughter-in-law , who cared for Chen and now has low-grade symptoms .
Her husband and elder son have not been tested , either .
Now Hui , @ @ @ @ @ @ @ himself from his wife and son , lest he also be infected .
After playing down the prospects of the pneumonialike virus being transmitted between humans , authorities have now said that the infection of people who have never been to the market at the epicenter of the outbreak shows that it is being passed among people .
“ It has become too massive and grave an issue to be ignored , ” Yan said .
“ We have learned a lesson [ from SARS ] so many years back , so now @ @ @ @ @ @ @ get more transparency .
There ’ s no denying that the Chinese government has made progress and managed to get sustained trust from the people.
” “ People are getting very angry in Wuhan , but before , it was a local issue , ” said Dali Yang , a political scientist at the University of Chicago .
“ Now that the virus has escaped Wuhan , it has become a national issue .
So , given how centralized the system is , Xi has to act decisively and put his imprimatur on @ @ @ @ @ @ @ continues to spread in China , and if we see clear signs of policy failures to deal with this kind of virus , ” Shih said , “ I think the educated public will be very disappointed and disillusioned about the effect of concentrating so much power in the hands of one person .
”",1,1-2020
16368,How this ‘ Two Popes ’ and ‘ It ’ producer is improving diversity in Hollywood while others just pay @ @,1,1-2020
37104,"President Donald Trump told CNBC on Wednesday that he trusts the information coming out of China on the coronavirus as @ @ @ @ @ and Prevention confirms the first case of it in the United States .
`` We @ @ @ @ @ , '' Trump told `` Squawk Box '' co-host Joe Kernen in an interview from @ @ @ @ @ Davos , Switzerland .
`` It 's one person coming in from China .
We @ @ @ @ @ It 's going to be just fine . ''
The CDC on Tuesday said a @ @ @ @ @ , resident who was returning from China on Jan. 15 was diagnosed with the Wuhan @ @ @ @ @ nine people in China and sickened hundreds more .",1,1-2020
59517,"Tom Pappert is here to host the War Room on this Wednesday broadcast !
Stay tuned to get the latest updates on the Democrats ’ impeachment distraction , the virus spreading around the world that has many worried about a massive outbreak and much more .
Tune in as we examine the rapidly mutating virus that ’ s spreading worldwide : David Knight Show : Assange , Now Greenwald : The “ Crime ” Of Journalism Attacks on free speech escalate as the globalists continue to lose control .
On this Wednesday transmission of The David Knight Show , we @ @ @ @ @ @ @ silencing journalists worldwide , the left ’ s phony climate fearmongering and much more .
Remember , Infowars is under constant attack from Big Tech and MSM , so join the battle for the First Amendment and share this censored link .
Brazilian federal prosecutors charged Greenwald with cybercrimes after he published a series of articles about leaked cellphone messages from Brazilian government officials , according to The Hill .
The Washington Examiner said there was a distinction between Greenwald publishing the leaks – which is protected journalism – and actively engaging in @ @ @ @ @ @ @ Too many liberal U.S. journalists whine for no reason about how oppressed and attacked they are as a profession .
Just on Tuesday with the launch of President Trump ’ s impeachment trial , some complained about having to go through a metal detector , as if it was some sort of assault of press freedom .
Yes , seriously , ” reported the Washington Examiner .
“ But while we rightfully mock such instances of journalistic snowflakery , the sad persecution of left-wing dissident journalist Glenn Greenwald by the authoritarian president of @ @ @ @ @ @ @ that the global threat to press freedom is still very real .
”",0,1-2020
31137,"Heathrow Airport to Introduce Areas for People Travelling From Countries Affected by Coronavirus In late December , a mysterious type of pneumonia broke out in the Chinese city of Wuhan and has since been confirmed by China and the World Health Organisation to be a new strain of coronavirus .
British Secretary of State for Transport Grant Shapps stated on Wednesday that the country ’ s largest Heathrow Airport will introduce special areas for people arriving from countries affected by the coronavirus .
“ There ’ s been some announcements this morning about flights that come directly from the infected @ @ @ @ @ @ @ there .
This is to ensure that when flights come in directly to Heathrow there is a separate area for people to arrive in , ” Shapps told Sky News .
A new strain of coronavirus called 2019-nCoV , that can be transmitted from human to human was confirmed earlier by the World Health Organisation and China after the disease broke out in the country ’ s city of Wuhan .
So far , the virus has claimed the lives of at least nine people with more than 400 being infected .
Besides @ @ @ @ @ @ @ registered in Hong Kong , Taiwan , South Korea and Japan .
Earlier in the day , the Public Health Ministry of Thailand confirmed that the first Thai citizen had been infected with the coronavirus .
This article was posted : Wednesday , January 22 , 2020 at 6:33 am",0,1-2020
31136,"“ I do not want to spread the virus.
” The mysterious new coronavirus now spreading around the globe prompted one shopkeeper in Japan to hang a sign outside his door announcing “ no Chinese allowed.
” Reacting to hysteria about the virus , the shopkeeper in the mountain town of Hakone , a popular destination for Chinese tourists , posted the sign which reads , “ No Chinese are allowed to enter the store…I do not want to spread the virus.
” “ I want to protect myself from the virus and I don ’ t want Chinese people @ @ @ @ @ @ @ man told SCMP .
Despite being attacked on social media , the shopkeeper isn ’ t breaking any laws because there aren ’ t any against discrimination in Japan on the books .
The new coronavirus began spreading in the Chinese city of Wuhan from what authorities believe was a seafood market that “ conducted illegal transactions of wild animals.
” It has since spread to other Chinese cities as well as globally , including cases in the U.S .
There have been at least 440 confirmed cases of the virus and nine @ @ @ @ @ @ @ people to stop traveling in an out of Wuhan and airports across the world are beginning to set up secure zones where arrivals from China are tested .
When asked about the coronavirus case in the U.S. , President Trump said the situation was “ totally under control.
” My voice is being silenced by free speech-hating Silicon Valley behemoths who want me disappeared forever .
It is CRUCIAL that you support me .
Please sign up for the free newsletter here .
Donate to me on SubscribeStar here .
Support my sponsor @ @ @ @ @ @ @ of clean energy without the comedown .
This article was posted : Wednesday , January 22 , 2020 at 6:52 am",0,1-2020
37105,"President Donald Trump told CNBC on Wednesday he trusts the information coming out of China on the coronavirus , which @ @ @ @ @ sickened nearly 500 others in that country .
The Centers for Disease Control and Prevention @ @ @ @ @ case in the United States .
`` We have it totally under control , '' @ @ @ @ @ '' co-host Joe Kernen in an interview from the World Economic Forum in Davos , @ @ @ @ @ one person coming in from China .
We have it under control .
It 's @ @ @ @ @ . ''
The CDC on Tuesday said a resident of Snohomish County , Washington , @ @ @ @ @ on Jan. 15 was diagnosed with the Wuhan coronavirus .",1,1-2020
19515,"Wall Street ’ s top stocks barometer , the S & P500 , closed down 0.2 percent at 3,321 after @ @ @ @ @ Control said a traveller returning to the United States from China contracted the first American @ @ @ @ @ the virus .
Earlier in the session , the S & P500 matched the record @ @ @ @ @ Friday .
Aside from the S & P500 , the technology-heavy Nasdaq Composite closed down @ @ @ @ @ The Dow Jones Industrial Average , Wall Street ’ s broadest equities barometer , closed @ @ @ @ @ .
Tuesday ’ s slide , however , did little to dent a stocks rally @ @ @ @ @ last year .
The S & P500 is up 2.8 percent for 2020 , after @ @ @ @ @ year , while the Nasdaq is up 4.4 percent and the Dow Jones has added @ @ @ @ @",0,1-2020
44144,"Your daily look at late-breaking news , upcoming events and the stories that will be talked about today : 1 .
SENATE APPROVES RULES FOR IMPEACHMENT TRIAL Opening arguments will now be spread over three days , but Republicans reject Democratic demands for more witnesses to expose President Trump ’ s “ trifecta ” of offenses .
2 .
CASES OF NEW CORONAVIRUS RISE SHARPLY IN CHINA People in the Chinese city of Wuhan are urged to avoid crowds and public gatherings after health officials warn that a deadly viral illness could spread further .
3 .
WHERE DEMOCRATS SEE @ @ @ @ @ @ @ in the more than two dozen industrial Iowa counties that went from supporting Barack Obama to Donald Trump in 2016 .
4 .
RUSSIA-POLAND FEUD OVER HISTORY CLOUDS AUSCHWITZ ANNIVERSARY Competing ceremonies in Israel and Poland marking the 75th anniversary of the liberation of the most notorious Nazi Germany death camp underline how politically charged World War II remains .
5 .
LEBANESE FOCUS FURY ON BANKS A severe financial crisis and unprecedented capital controls unite rich and poor in anger against a banking system they accuse of holding their deposits hostage .
@ @ @ @ @ @ @ WEINSTEIN TRIAL SET TO OPEN The former film titan ’ s rape trial is a landmark moment in a global reckoning that has empowered women while shining a light on power dynamics in the workplace .
7 .
THE LATEST STATE TO BAN CONVERSION THERAPY The discredited practice for LGBTQ children is now banned in Utah , making it the 19th state and one of the most conservative to prohibit it .
8 .
HOPES FOR DIGITAL TAX BREAKTHROUGH AT DAVOS Officials at the World Economic Forum are hopeful a deal on how @ @ @ @ @ @ @ and Facebook can be reached between France and the U.S 9 .
OUSTED GRAMMYS CEO FIRES BACK Deborah Dugan alleges that the Recording Academy removed her after she complained about sexual harassment and pay disparities .
10 .
WHAT LIKELY WON ’ T HAPPEN NEXT YEAR Derek Jeter ’ s election to the Hall of Fame marks the seventh straight year with at least one first-ballot honoree , a streak that will probably end in 2021 .",1,1-2020
44145,"KUALA LUMPUR , Malaysia ( AP ) — Olympic qualifying games for the women ’ s soccer tournament were moved Wednesday from Wuhan , China , because of an outbreak of a viral illness .
The Asian Football Confederation said the round-robin group — host China , Australia , Taiwan and Thailand — will be played in Nanjing on Feb. 3-9 , the same dates .
Chinese health authorities have told people in the city of Wuhan to avoid crowds and public gatherings .
The Asian soccer body ’ s decision was announced hours before a World Health Organization meeting @ @ @ @ @ @ @ outbreak a global crisis .
More than 400 people have been infected and at least nine killed since the outbreak emerged last month .
The illness comes from a newly identified type of coronavirus .
Cases have also been reported in the United States , Japan , South Korea and Thailand .
All involve people from Wuhan or who recently traveled there .
In the soccer qualifiers in China , two teams advance to a four-nation playoff round in March .
That will decide which two teams from Asia join host Japan at @ @ @ @",1,1-2020
1462,"The post originally appeared at Ongoing History Of Protest Songs .
Art is often a product of the political climate .
This truth is reflected in the music of the veteran southern rock band Drive-By Truckers .
Their 2016 album “ American Band ” was by far their most political , heavily influenced by the 2016 presidential election .
On On January 31 , the band releases their the follow-up , The Unraveling .
“ Armageddon , “ Back in Town , ” “ Babies in Cages , ” and “ Grievance Merchants ” are some of the tracks that @ @ @ @ @ @ @ from social commentary .
Initially , it wasn ’ t the band ’ s intent to make another political album , but President Donald Trump ’ s administration has left the band feeling another was necessary .
“ It was hard to figure out what to write about , ” frontman Patterson Hood stated in a Billboard interview .
“ I figured we would follow [ ‘ American Band ’ ] up with something pretty different .
That ’ s generally how we operate .
We didn ’ t want to repeat ourselves @ @ @ @ @ @ @ But I don ’ t think it occurred to us that things would take the turn they have taken nationally and politically , and shit kept happening that kept inspiring us to write those kinds of songs—even just for our own sanity ’ s sake.
” “ Thoughts and Prayers , ” the second single from the forthcoming album , addresses the endless cycle of gun violence—senseless mass shootings , followed by thoughts and prayers , which is then followed by a failure to take any meaningful action .
“ Stick it up @ @ @ @ @ @ @ prayers , ” Hood sings , clearly rebuking politicians , the NRA , and any others who present barriers to confronting gun violence .
Hood also expresses optimism that the current wave of youth activism will eventually be the generation to end the cycle .
“ The powers that be are in for shame and comeuppance when Generation Lockdown has their day .
”",1,1-2020
68868,"With coronavirus panic on the rise , Crikey takes a look at the world 's historical ( over ) reaction @ @ @ @ @ At least 300 people have been infected by the new coronavirus in China , sparking @ @ @ @ @ celebrate the Lunar New Year .",1,1-2020
